month,scheme_name,avg_nav,min_nav,max_nav
2024-06,HDFC Top 100 Fund - Regular Plan - Growth,655.375,638.3989,669.7236
2024-06,ICICI Pru Bluechip Fund - Direct - Growth,108.9502,105.1867,114.9497
2024-06,ICICI Pru Bluechip Fund - Regular - Growth,96.028,88.8898,108.4356
2024-06,ICICI Pru Liquid Fund - Regular - Growth,338.0479,337.4286,339.0093
2024-06,ICICI Pru Midcap Fund - Regular - Growth,299.5176,285.3352,310.1962
2024-06,ICICI Pru Value Discovery Fund - Regular - Growth,258.2159,251.6939,264.2969
2024-06,Kotak Bluechip Fund - Regular - Growth,355.8756,229.7084,405.4644
2024-06,Kotak Emerging Equity Fund - Regular - Growth,64.7128,63.8535,66.407
2024-06,Kotak Flexicap Fund - Regular - Growth,97.8629,94.1565,100.1617
2024-06,Kotak Liquid Fund - Regular - Growth,3759.5224,3747.5702,3771.3758
2024-06,Mirae Asset Emerging Bluechip Fund - Regular - Growth,163.5017,159.1853,167.4084
2024-06,Mirae Asset Large Cap Fund - Regular - Growth,120.7387,117.95,123.2211
2024-06,Mirae Asset Tax Saver Fund - Regular - Growth,53.9425,52.3645,54.9556
2024-06,Nippon India ETF Nifty 50 BeES,222.718,214.1983,229.3665
2024-06,Nippon India Gilt Securities Fund - Regular - Growth,31.844,31.5776,32.0508
2024-06,Nippon India Large Cap Fund - Direct - Growth,58.1807,56.6943,60.2066
2024-06,Nippon India Large Cap Fund - Regular - Growth,76.7654,68.6655,99.6509
2024-06,Nippon India Small Cap Fund - Regular - Growth,119.2755,114.4038,123.9897
2024-06,SBI Bluechip Fund - Direct Plan - Growth,116.1406,114.5451,118.1494
2024-06,SBI Bluechip Fund - Regular Plan - Growth,83.15,70.9862,109.9177
2024-06,SBI Magnum Gilt Fund - Regular Plan - Growth,50.8396,50.4355,51.201
2024-06,SBI Small Cap Fund - Direct Plan - Growth,113.1196,108.2533,117.2197
2024-06,SBI Small Cap Fund - Regular Plan - Growth,211.7562,197.7811,219.6394
2024-06,UTI Flexi Cap Fund - Regular - Growth,238.0435,228.9807,247.6234
2024-06,UTI Mid Cap Fund - Regular - Growth,142.2037,137.8935,144.7046
2024-06,UTI Nifty 50 Index Fund - Regular - Growth,127.4797,124.6518,130.3348
2024-05,ABSL Frontline Equity Fund - Regular - Growth,436.7962,418.9725,452.9068
2024-05,ABSL Liquid Fund - Regular - Growth,361.6216,361.0122,362.442
2024-05,ABSL Small Cap Fund - Regular - Growth,67.0759,62.9513,71.1442
2024-05,Axis Bluechip Fund - Direct - Growth,45.7808,44.9018,46.6686
2024-05,Axis Bluechip Fund - Regular - Growth,1665.2246,48.8526,5573.6012
2024-05,Axis Midcap Fund - Regular - Growth,117.5619,110.7639,120.9268
2024-05,Axis Small Cap Fund - Regular - Growth,75.095,71.17,77.989
2024-05,DSP Midcap Fund - Regular - Growth,125.3324,122.8293,129.1148
2024-05,DSP Small Cap Fund - Regular - Growth,167.1649,158.8483,174.4645
2024-05,DSP Top 100 Equity Fund - Regular - Growth,416.7438,409.6073,423.7682
2024-05,HDFC Mid-Cap Opportunities Fund - Direct - Growth,136.483,131.6376,140.2489
2024-05,HDFC Mid-Cap Opportunities Fund - Regular - Growth,188.1203,176.9684,200.0622
2024-05,HDFC Short Term Debt Fund - Regular - Growth,28.1332,27.926,28.3848
2024-05,HDFC Top 100 Fund - Direct Plan - Growth,626.0932,163.7499,832.4174
2024-05,HDFC Top 100 Fund - Regular Plan - Growth,635.8788,616.2197,655.5763
2024-05,ICICI Pru Bluechip Fund - Direct - Growth,106.4151,103.2105,108.7739
2024-05,ICICI Pru Bluechip Fund - Regular - Growth,93.2953,87.9175,108.8654
2024-05,ICICI Pru Liquid Fund - Regular - Growth,336.639,335.784,337.4051
2024-05,ICICI Pru Midcap Fund - Regular - Growth,296.5636,288.7178,307.0521
2024-05,ICICI Pru Value Discovery Fund - Regular - Growth,263.3308,253.1541,280.0236
2024-05,Kotak Bluechip Fund - Regular - Growth,349.1118,210.1649,401.0121
2024-05,Kotak Emerging Equity Fund - Regular - Growth,63.4299,61.7759,64.1553
2024-05,Kotak Flexicap Fund - Regular - Growth,92.0853,90.1712,95.0112
2024-05,Kotak Liquid Fund - Regular - Growth,3739.5943,3735.9909,3746.8846
2024-05,Mirae Asset Emerging Bluechip Fund - Regular - Growth,157.021,151.5368,162.2157
2024-05,Mirae Asset Large Cap Fund - Regular - Growth,117.4219,115.7073,118.5644
2024-05,Mirae Asset Tax Saver Fund - Regular - Growth,55.323,53.9387,56.7974
2024-05,Nippon India ETF Nifty 50 BeES,224.8417,217.6965,228.1126
2024-05,Nippon India Gilt Securities Fund - Regular - Growth,32.1923,31.8485,32.4088
2024-05,Nippon India Large Cap Fund - Direct - Growth,55.8481,54.9708,57.597
2024-05,Nippon India Large Cap Fund - Regular - Growth,78.9572,70.7315,99.4147
2024-05,Nippon India Small Cap Fund - Regular - Growth,115.1033,111.8507,118.6494
2024-05,SBI Bluechip Fund - Direct Plan - Growth,120.4953,115.2881,123.6295
2024-05,SBI Bluechip Fund - Regular Plan - Growth,83.147,69.3185,109.8552
2024-05,SBI Magnum Gilt Fund - Regular Plan - Growth,49.8184,49.5825,50.251
2024-05,SBI Small Cap Fund - Direct Plan - Growth,115.1552,108.3826,119.3492
2024-05,SBI Small Cap Fund - Regular Plan - Growth,192.8938,180.0317,208.9732
2024-05,UTI Flexi Cap Fund - Regular - Growth,236.1161,228.887,241.4666
2024-05,UTI Mid Cap Fund - Regular - Growth,141.2634,138.0938,143.7186
2024-05,UTI Nifty 50 Index Fund - Regular - Growth,128.9203,125.0106,132.9964
2024-04,ABSL Frontline Equity Fund - Regular - Growth,410.474,404.467,417.1054
2024-04,ABSL Liquid Fund - Regular - Growth,360.2199,359.3982,361.0639
2024-04,ABSL Small Cap Fund - Regular - Growth,60.1509,57.2903,64.1067
2024-04,Axis Bluechip Fund - Direct - Growth,45.562,44.3863,46.7739
2024-04,Axis Bluechip Fund - Regular - Growth,1604.6147,48.922,5572.0927
2024-04,Axis Midcap Fund - Regular - Growth,111.0419,108.0934,114.8069
2024-04,Axis Small Cap Fund - Regular - Growth,76.6701,74.9835,79.1114
2024-04,DSP Midcap Fund - Regular - Growth,129.9628,125.3097,133.6102
2024-04,DSP Small Cap Fund - Regular - Growth,158.5014,149.1234,168.3471
2024-04,DSP Top 100 Equity Fund - Regular - Growth,403.9325,393.8507,412.9645
2024-04,HDFC Mid-Cap Opportunities Fund - Direct - Growth,135.7169,132.9769,140.3982
2024-04,HDFC Mid-Cap Opportunities Fund - Regular - Growth,178.142,172.2063,185.0779
2024-04,HDFC Short Term Debt Fund - Regular - Growth,28.114,27.8758,28.3681
2024-04,HDFC Top 100 Fund - Direct Plan - Growth,636.434,162.7609,832.9028
2024-04,HDFC Top 100 Fund - Regular Plan - Growth,641.0165,630.7702,651.5612
2024-04,ICICI Pru Bluechip Fund - Direct - Growth,103.1113,100.6033,106.2431
2024-04,ICICI Pru Bluechip Fund - Regular - Growth,91.5439,86.9431,109.2162
2024-04,ICICI Pru Liquid Fund - Regular - Growth,334.5295,333.3963,335.7851
2024-04,ICICI Pru Midcap Fund - Regular - Growth,303.8043,298.1628,308.7525
2024-04,ICICI Pru Value Discovery Fund - Regular - Growth,289.2511,274.8079,304.8828
2024-04,Kotak Bluechip Fund - Regular - Growth,346.185,210.044,396.5985
2024-04,Kotak Emerging Equity Fund - Regular - Growth,62.6931,61.051,64.3782
2024-04,Kotak Flexicap Fund - Regular - Growth,93.7053,90.7195,96.1993
2024-04,Kotak Liquid Fund - Regular - Growth,3734.4584,3726.646,3738.8231
2024-04,Mirae Asset Emerging Bluechip Fund - Regular - Growth,151.1817,146.6228,155.4155
2024-04,Mirae Asset Large Cap Fund - Regular - Growth,118.4456,116.5204,122.1219
2024-04,Mirae Asset Tax Saver Fund - Regular - Growth,55.6578,52.7196,57.4428
2024-04,Nippon India ETF Nifty 50 BeES,224.9258,221.5802,230.6384
2024-04,Nippon India Gilt Securities Fund - Regular - Growth,32.0672,31.7712,32.2295
2024-04,Nippon India Large Cap Fund - Direct - Growth,54.5025,53.0684,56.3507
2024-04,Nippon India Large Cap Fund - Regular - Growth,80.7763,73.8241,99.2067
2024-04,Nippon India Small Cap Fund - Regular - Growth,117.9695,110.5135,123.3356
2024-04,SBI Bluechip Fund - Direct Plan - Growth,113.5409,110.3561,116.6605
2024-04,SBI Bluechip Fund - Regular Plan - Growth,80.0778,68.364,109.8436
2024-04,SBI Magnum Gilt Fund - Regular Plan - Growth,49.2358,49.0196,49.8249
2024-04,SBI Small Cap Fund - Direct Plan - Growth,108.8131,104.1915,114.7778
2024-04,SBI Small Cap Fund - Regular Plan - Growth,181.8964,173.005,189.0742
2024-04,UTI Flexi Cap Fund - Regular - Growth,222.5713,214.6251,231.2638
2024-04,UTI Mid Cap Fund - Regular - Growth,144.7906,141.1176,148.8317
2024-04,UTI Nifty 50 Index Fund - Regular - Growth,127.9558,126.103,129.9904
2024-03,ABSL Frontline Equity Fund - Regular - Growth,420.5963,401.2923,435.136
2024-03,ABSL Liquid Fund - Regular - Growth,358.5553,357.5643,359.4028
2024-03,ABSL Small Cap Fund - Regular - Growth,61.3892,58.491,63.6493
2024-03,Axis Bluechip Fund - Direct - Growth,44.6708,44.0068,45.4804
2024-03,Axis Bluechip Fund - Regular - Growth,1525.0938,49.433,5570.896
2024-03,Axis Midcap Fund - Regular - Growth,104.0953,101.3544,109.3891
2024-03,Axis Small Cap Fund - Regular - Growth,75.3007,71.5931,80.9824
2024-03,DSP Midcap Fund - Regular - Growth,133.9239,128.3448,138.4092
2024-03,DSP Small Cap Fund - Regular - Growth,142.0928,136.6056,148.0971
2024-03,DSP Top 100 Equity Fund - Regular - Growth,422.4291,405.9548,432.1875
2024-03,HDFC Mid-Cap Opportunities Fund - Direct - Growth,134.4327,129.2247,140.5406
2024-03,HDFC Mid-Cap Opportunities Fund - Regular - Growth,176.0163,167.3066,183.3159
2024-03,HDFC Short Term Debt Fund - Regular - Growth,28.1784,28.0517,28.2889
2024-03,HDFC Top 100 Fund - Direct Plan - Growth,640.781,162.106,823.6026
2024-03,HDFC Top 100 Fund - Regular Plan - Growth,635.6954,610.7152,652.2598
2024-03,ICICI Pru Bluechip Fund - Direct - Growth,100.8698,96.3347,105.3817
2024-03,ICICI Pru Bluechip Fund - Regular - Growth,88.8018,81.6509,110.1986
2024-03,ICICI Pru Liquid Fund - Regular - Growth,332.7295,332.1047,333.429
2024-03,ICICI Pru Midcap Fund - Regular - Growth,282.8189,267.1435,307.1061
2024-03,ICICI Pru Value Discovery Fund - Regular - Growth,296.1852,289.7243,302.7456
2024-03,Kotak Bluechip Fund - Regular - Growth,344.6991,207.2425,383.8367
2024-03,Kotak Emerging Equity Fund - Regular - Growth,63.4747,61.9611,65.1342
2024-03,Kotak Flexicap Fund - Regular - Growth,87.4241,85.4259,90.7153
2024-03,Kotak Liquid Fund - Regular - Growth,3712.4396,3700.9767,3726.3123
2024-03,Mirae Asset Emerging Bluechip Fund - Regular - Growth,149.9217,144.872,154.8785
2024-03,Mirae Asset Large Cap Fund - Regular - Growth,111.9987,110.4136,116.0732
2024-03,Mirae Asset Tax Saver Fund - Regular - Growth,50.6384,49.3989,52.5688
2024-03,Nippon India ETF Nifty 50 BeES,220.8871,210.7383,226.1344
2024-03,Nippon India Gilt Securities Fund - Regular - Growth,31.8714,31.5794,32.0872
2024-03,Nippon India Large Cap Fund - Direct - Growth,53.0095,51.4202,54.3078
2024-03,Nippon India Large Cap Fund - Regular - Growth,81.7416,75.4417,99.6805
2024-03,Nippon India Small Cap Fund - Regular - Growth,106.6066,96.082,120.5835
2024-03,SBI Bluechip Fund - Direct Plan - Growth,110.7567,107.963,113.8781
2024-03,SBI Bluechip Fund - Regular Plan - Growth,77.9337,66.0554,108.5772
2024-03,SBI Magnum Gilt Fund - Regular Plan - Growth,49.3996,49.188,49.7334
2024-03,SBI Small Cap Fund - Direct Plan - Growth,110.4719,103.6364,115.1814
2024-03,SBI Small Cap Fund - Regular Plan - Growth,199.9932,176.4193,212.1629
2024-03,UTI Flexi Cap Fund - Regular - Growth,228.2189,221.8967,233.6381
2024-03,UTI Mid Cap Fund - Regular - Growth,145.6971,139.5847,152.4276
2024-03,UTI Nifty 50 Index Fund - Regular - Growth,130.5593,128.6911,132.7292
2024-02,ABSL Frontline Equity Fund - Regular - Growth,405.6997,389.0739,436.3504
2024-02,ABSL Liquid Fund - Regular - Growth,356.174,355.2448,357.4863
2024-02,ABSL Small Cap Fund - Regular - Growth,58.026,55.0764,61.1658
2024-02,Axis Bluechip Fund - Direct - Growth,42.9978,41.5439,44.3935
2024-02,Axis Bluechip Fund - Regular - Growth,1517.4488,49.3995,5569.9305
2024-02,Axis Midcap Fund - Regular - Growth,101.5153,99.2566,105.0947
2024-02,Axis Small Cap Fund - Regular - Growth,71.5795,68.7189,74.7786
2024-02,DSP Midcap Fund - Regular - Growth,142.6504,138.613,147.043
2024-02,DSP Small Cap Fund - Regular - Growth,149.1559,140.392,156.151
2024-02,DSP Top 100 Equity Fund - Regular - Growth,399.7647,387.1053,421.185
2024-02,HDFC Mid-Cap Opportunities Fund - Direct - Growth,139.5349,136.4553,141.7296
2024-02,HDFC Mid-Cap Opportunities Fund - Regular - Growth,171.0962,166.623,177.8014
2024-02,HDFC Short Term Debt Fund - Regular - Growth,28.4937,28.2211,28.8278
2024-02,HDFC Top 100 Fund - Direct Plan - Growth,651.3909,162.0646,844.0821
2024-02,HDFC Top 100 Fund - Regular Plan - Growth,603.2158,592.7717,617.8723
2024-02,ICICI Pru Bluechip Fund - Direct - Growth,93.8111,89.3405,98.0002
2024-02,ICICI Pru Bluechip Fund - Regular - Growth,85.9128,77.2723,108.9623
2024-02,ICICI Pru Liquid Fund - Regular - Growth,331.019,329.6568,332.0079
2024-02,ICICI Pru Midcap Fund - Regular - Growth,274.0119,263.2014,281.9859
2024-02,ICICI Pru Value Discovery Fund - Regular - Growth,281.8607,265.2707,296.5683
2024-02,Kotak Bluechip Fund - Regular - Growth,357.2548,206.992,410.2891
2024-02,Kotak Emerging Equity Fund - Regular - Growth,65.7899,64.587,67.1549
2024-02,Kotak Flexicap Fund - Regular - Growth,85.0836,83.7894,87.1404
2024-02,Kotak Liquid Fund - Regular - Growth,3690.1886,3680.7599,3700.8368
2024-02,Mirae Asset Emerging Bluechip Fund - Regular - Growth,140.4463,135.6665,144.2769
2024-02,Mirae Asset Large Cap Fund - Regular - Growth,101.5201,96.0019,110.0345
2024-02,Mirae Asset Tax Saver Fund - Regular - Growth,48.5641,47.0403,49.3659
2024-02,Nippon India ETF Nifty 50 BeES,218.1446,211.8975,221.4988
2024-02,Nippon India Gilt Securities Fund - Regular - Growth,31.5132,31.3327,31.5999
2024-02,Nippon India Large Cap Fund - Direct - Growth,52.7506,51.0565,53.7301
2024-02,Nippon India Large Cap Fund - Regular - Growth,82.2745,77.8026,99.5227
2024-02,Nippon India Small Cap Fund - Regular - Growth,101.7046,98.7997,104.5329
2024-02,SBI Bluechip Fund - Direct Plan - Growth,106.2613,102.7412,109.6702
2024-02,SBI Bluechip Fund - Regular Plan - Growth,77.6816,65.8739,109.2484
2024-02,SBI Magnum Gilt Fund - Regular Plan - Growth,49.3904,48.9345,49.7982
2024-02,SBI Small Cap Fund - Direct Plan - Growth,119.2911,112.0266,127.2945
2024-02,SBI Small Cap Fund - Regular Plan - Growth,210.4326,205.7007,219.2368
2024-02,UTI Flexi Cap Fund - Regular - Growth,213.4289,205.0447,231.7427
2024-02,UTI Mid Cap Fund - Regular - Growth,134.1454,130.0332,140.2149
2024-02,UTI Nifty 50 Index Fund - Regular - Growth,130.4431,127.5545,133.5765
2024-01,ABSL Frontline Equity Fund - Regular - Growth,399.2102,384.0194,414.252
2024-01,ABSL Liquid Fund - Regular - Growth,354.8256,353.8719,355.5361
2024-01,ABSL Small Cap Fund - Regular - Growth,58.8412,56.881,61.6797
2024-01,Axis Bluechip Fund - Direct - Growth,42.0827,41.1327,42.7176
2024-01,Axis Bluechip Fund - Regular - Growth,1145.366,50.3678,5501.9906
2024-01,Axis Midcap Fund - Regular - Growth,104.2112,101.4236,106.7373
2024-01,Axis Small Cap Fund - Regular - Growth,73.9495,70.3084,77.2628
2024-01,DSP Midcap Fund - Regular - Growth,139.6413,135.4716,145.2809
2024-01,DSP Small Cap Fund - Regular - Growth,149.9938,147.0716,152.6696
2024-01,DSP Top 100 Equity Fund - Regular - Growth,393.1226,381.5403,408.375
2024-01,HDFC Mid-Cap Opportunities Fund - Direct - Growth,141.4017,137.4514,144.4569
2024-01,HDFC Mid-Cap Opportunities Fund - Regular - Growth,168.2846,164.3576,173.5293
2024-01,HDFC Short Term Debt Fund - Regular - Growth,28.6171,28.4721,28.7699
2024-01,HDFC Top 100 Fund - Direct Plan - Growth,668.9963,161.4272,841.5485
2024-01,HDFC Top 100 Fund - Regular Plan - Growth,599.3212,591.6287,615.1823
2024-01,ICICI Pru Bluechip Fund - Direct - Growth,91.5493,88.1523,94.2552
2024-01,ICICI Pru Bluechip Fund - Regular - Growth,81.6332,74.2316,112.3285
2024-01,ICICI Pru Liquid Fund - Regular - Growth,328.6043,327.5534,329.685
2024-01,ICICI Pru Midcap Fund - Regular - Growth,270.6437,259.5615,285.4565
2024-01,ICICI Pru Value Discovery Fund - Regular - Growth,272.1545,265.8677,278.9427
2024-01,Kotak Bluechip Fund - Regular - Growth,381.6453,205.9027,435.7823
2024-01,Kotak Emerging Equity Fund - Regular - Growth,67.2043,65.2414,69.1154
2024-01,Kotak Flexicap Fund - Regular - Growth,85.615,81.7562,89.3089
2024-01,Kotak Liquid Fund - Regular - Growth,3670.9163,3658.5844,3681.534
2024-01,Mirae Asset Emerging Bluechip Fund - Regular - Growth,135.1738,131.5354,141.2648
2024-01,Mirae Asset Large Cap Fund - Regular - Growth,95.5339,91.9355,98.2251
2024-01,Mirae Asset Tax Saver Fund - Regular - Growth,49.2838,47.7333,50.8621
2024-01,Nippon India ETF Nifty 50 BeES,221.9282,218.3727,227.004
2024-01,Nippon India Gilt Securities Fund - Regular - Growth,31.9299,31.541,32.1888
2024-01,Nippon India Large Cap Fund - Direct - Growth,53.4797,51.9151,56.0698
2024-01,Nippon India Large Cap Fund - Regular - Growth,82.5471,78.2113,101.4323
2024-01,Nippon India Small Cap Fund - Regular - Growth,101.2475,97.8118,103.5266
2024-01,SBI Bluechip Fund - Direct Plan - Growth,101.8242,98.3309,103.9144
2024-01,SBI Bluechip Fund - Regular Plan - Growth,76.4336,66.2782,109.7834
2024-01,SBI Magnum Gilt Fund - Regular Plan - Growth,48.716,48.5273,48.9708
2024-01,SBI Small Cap Fund - Direct Plan - Growth,127.2195,118.3346,136.8239
2024-01,SBI Small Cap Fund - Regular Plan - Growth,205.9576,194.5131,222.1568
2024-01,UTI Flexi Cap Fund - Regular - Growth,194.6305,188.7719,204.2249
2024-01,UTI Mid Cap Fund - Regular - Growth,131.0892,124.8305,137.82
2024-01,UTI Nifty 50 Index Fund - Regular - Growth,130.1599,127.4185,133.1328
2023-12,ABSL Frontline Equity Fund - Regular - Growth,384.2952,377.5134,390.5717
2023-12,ABSL Liquid Fund - Regular - Growth,352.7799,351.7315,353.6277
2023-12,ABSL Small Cap Fund - Regular - Growth,59.7319,58.094,60.9895
2023-12,Axis Bluechip Fund - Direct - Growth,41.0277,38.8922,42.8049
2023-12,Axis Bluechip Fund - Regular - Growth,1422.743,51.4065,5175.2278
2023-12,Axis Midcap Fund - Regular - Growth,104.6741,101.8905,106.8515
2023-12,Axis Small Cap Fund - Regular - Growth,78.7992,74.2187,85.3201
2023-12,DSP Midcap Fund - Regular - Growth,132.8935,130.0722,136.2917
2023-12,DSP Small Cap Fund - Regular - Growth,134.8016,123.3791,147.2883
2023-12,DSP Top 100 Equity Fund - Regular - Growth,383.9644,371.8144,393.447
2023-12,HDFC Mid-Cap Opportunities Fund - Direct - Growth,144.8631,142.512,149.9658
2023-12,HDFC Mid-Cap Opportunities Fund - Regular - Growth,166.5926,159.3612,172.862
2023-12,HDFC Short Term Debt Fund - Regular - Growth,28.3998,28.2893,28.5165
2023-12,HDFC Top 100 Fund - Direct Plan - Growth,642.3412,123.6808,857.869
2023-12,HDFC Top 100 Fund - Regular Plan - Growth,582.6872,571.634,597.2339
2023-12,ICICI Pru Bluechip Fund - Direct - Growth,87.9174,86.4664,88.8623
2023-12,ICICI Pru Bluechip Fund - Regular - Growth,74.9489,69.8881,85.7571
2023-12,ICICI Pru Liquid Fund - Regular - Growth,326.5723,325.6341,327.5756
2023-12,ICICI Pru Midcap Fund - Regular - Growth,277.467,269.8117,287.6341
2023-12,ICICI Pru Value Discovery Fund - Regular - Growth,264.1743,251.5904,273.6367
2023-12,Kotak Bluechip Fund - Regular - Growth,341.2985,142.1034,430.3643
2023-12,Kotak Emerging Equity Fund - Regular - Growth,69.1616,67.7764,70.6959
2023-12,Kotak Flexicap Fund - Regular - Growth,87.7527,85.4462,89.8173
2023-12,Kotak Liquid Fund - Regular - Growth,3653.3756,3649.405,3658.7703
2023-12,Mirae Asset Emerging Bluechip Fund - Regular - Growth,141.454,139.165,143.9804
2023-12,Mirae Asset Large Cap Fund - Regular - Growth,96.7118,92.8839,100.1206
2023-12,Mirae Asset Tax Saver Fund - Regular - Growth,48.978,47.0355,50.8714
2023-12,Nippon India ETF Nifty 50 BeES,223.0529,215.813,230.3686
2023-12,Nippon India Gilt Securities Fund - Regular - Growth,32.3871,32.0322,32.68
2023-12,Nippon India Large Cap Fund - Direct - Growth,58.2288,55.9646,60.1631
2023-12,Nippon India Large Cap Fund - Regular - Growth,76.7248,59.9049,81.7441
2023-12,Nippon India Small Cap Fund - Regular - Growth,102.7663,98.6562,107.907
2023-12,SBI Bluechip Fund - Direct Plan - Growth,98.8259,97.0217,100.8336
2023-12,SBI Bluechip Fund - Regular Plan - Growth,83.3455,70.9259,115.7387
2023-12,SBI Magnum Gilt Fund - Regular Plan - Growth,48.5659,48.2428,48.8646
2023-12,SBI Small Cap Fund - Direct Plan - Growth,113.9386,108.3423,120.9509
2023-12,SBI Small Cap Fund - Regular Plan - Growth,191.9643,185.0739,202.4462
